=== RADAR COMMUNICATIONS LOG ===
City: New York
Application started: 2025-12-10 16:33:41
==================================================
[16:33:48] Radar communication initialized for New York
[16:35:48] Amanda #10 moving 🚀 North (906 units)
[16:35:49] Robert #7 moving 🚀 Northeast (611 units)
[16:35:49] Jane #9 moving 🚀 North (701 units)
[16:35:49] Chris #10 moving 🚀 Northwest (467 units)
[16:35:49] Amanda #3 moving 🚀 East (768 units)
[16:35:50] Chris #9 acknowledges radio instruction: Proceeding to (1123,781) - Traffic separation
[16:35:50] ATC-NEW → Chris #9
📡 COLLISION AVOIDANCE
➤ Traffic alert - change course
---

[16:35:50] Emily #1 moving 🚀 East (921 units)
[16:35:51] Emily #3 moving 🚀 North (308 units)
[16:35:51] Chris #9 moving 🚀 West (567 units)
[16:35:51] John #5 moving 🚀 Southwest (1349 units)
[16:35:52] David #8 moving 🚀 Southeast (553 units)
[16:35:52] John #2 moving 🚀 West (478 units)
[16:35:53] David #4 moving 🚀 Southeast (520 units)
[16:35:54] Sarah #7 moving 🚀 West (1087 units)
[16:35:54] Lisa #1 moving 🚀 East (1235 units)
[16:35:55] Sarah #4 moving 🚀 West (959 units)
[16:35:55] Sarah #6 moving 🚀 East (600 units)
[16:35:55] Robert #10 moving 🚀 Northeast (110 units)
[16:35:56] Amanda #4 moving 🚀 West (638 units)
[16:35:56] John #3 moving 🚀 Southwest (955 units)
[16:35:57] David #6 moving 🚀 East (393 units)
[16:35:57] Lisa #4 moving 🚀 East (865 units)
[16:35:58] Sarah #3 moving 🚀 Southeast (906 units)
[16:35:58] Jane #7 moving 🚀 Southeast (1106 units)
[16:35:59] Jane #10 moving 🚀 West (535 units)
[16:36:00] Robert #9 moving 🚀 West (1152 units)
[16:36:00] Amanda #9 moving 🚀 Northwest (1139 units)
[16:36:00] David #10 moving 🚀 West (451 units)
[16:36:01] ATC-NEW → Lisa #5
📡 ALTITUDE CLEARANCE
➤ Cleared to new altitude
---

[16:36:01] Sarah #9 moving 🚀 East (981 units)
[16:36:03] Robert #10 moving 🚀 Southeast (491 units)
[16:36:03] Robert #6 moving 🚀 East (199 units)
[16:36:03] Emily #10 moving 🚀 Northeast (622 units)
[16:36:04] Emily #4 moving 🚀 North (565 units)
[16:36:04] John #8 moving 🚀 Northeast (292 units)
[16:36:04] David #2 moving 🚀 Southeast (157 units)
[16:36:04] Michael #4 moving 🚀 Southwest (192 units)
[16:36:04] Jane #1 moving 🚀 Northwest (441 units)
[16:36:08] Lisa #7 moving 🚀 South (81 units)
[16:36:08] ⚠️ Warning: John #1 and Emily #2 are 65.5 units apart
[16:36:08] ⚠️ Warning: Jane #1 and Michael #3 are 94.2 units apart
[16:36:08] ⚠️ Warning: Jane #1 and Emily #3 are 65.5 units apart
[16:36:08] ⚠️ Warning: Jane #1 and John #5 are 88.9 units apart
[16:36:08] ⚠️ Warning: Jane #1 and Sarah #7 are 93.8 units apart
[16:36:08] ⚠️ Warning: Jane #1 and Chris #9 are 69.0 units apart
[16:36:08] ⚠️ Warning: Michael #1 and David #1 are 98.6 units apart
[16:36:08] ⚠️ Warning: Michael #1 and Amanda #4 are 64.0 units apart
[16:36:08] ⚠️ CRITICAL: Michael #1 and Emily #6 are 36.8 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Michael #1 and Chris #8 are 72.9 units apart
[16:36:08] ⚠️ Warning: Michael #1 and Jane #9 are 62.6 units apart
[16:36:08] ⚠️ CRITICAL: Michael #1 and Robert #10 are 40.9 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Sarah #1 and Chris #2 are 91.7 units apart
[16:36:08] ⚠️ CRITICAL: Sarah #1 and Jane #5 are 22.2 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Sarah #1 and Chris #9 are 88.2 units apart
[16:36:08] ⚠️ CRITICAL: David #1 and John #4 are 27.7 units apart - COLLISION RISK!
[16:36:08] ⚠️ CRITICAL: Emily #1 and Chris #1 are 31.8 units apart - COLLISION RISK!
[16:36:08] ⚠️ CRITICAL: Emily #1 and Amanda #3 are 34.6 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Emily #1 and Michael #8 are 98.0 units apart
[16:36:08] ⚠️ Warning: Emily #1 and Emily #8 are 53.3 units apart
[16:36:08] ⚠️ Warning: Chris #1 and Amanda #3 are 62.3 units apart
[16:36:08] ⚠️ Warning: Chris #1 and Sarah #4 are 87.1 units apart
[16:36:08] ⚠️ Warning: Chris #1 and Michael #8 are 85.4 units apart
[16:36:08] ⚠️ Warning: Chris #1 and Emily #8 are 60.4 units apart
[16:36:08] ⚠️ Warning: Amanda #1 and Chris #4 are 97.0 units apart
[16:36:08] ⚠️ Warning: Amanda #1 and Amanda #9 are 50.7 units apart
[16:36:08] ⚠️ Warning: Robert #1 and Michael #4 are 64.6 units apart
[16:36:08] ⚠️ Warning: Robert #1 and Robert #5 are 81.3 units apart
[16:36:08] ⚠️ CRITICAL: Robert #1 and Chris #6 are 18.7 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Robert #1 and Michael #9 are 91.3 units apart
[16:36:08] ⚠️ Warning: Robert #1 and Sarah #10 are 94.2 units apart
[16:36:08] ⚠️ CRITICAL: Lisa #1 and Sarah #8 are 43.6 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: John #2 and Robert #8 are 97.3 units apart
[16:36:08] ⚠️ Warning: John #2 and Emily #9 are 80.3 units apart
[16:36:08] ⚠️ Warning: Jane #2 and Michael #4 are 87.1 units apart
[16:36:08] ⚠️ Warning: Jane #2 and Chris #6 are 96.7 units apart
[16:36:08] ⚠️ CRITICAL: Jane #2 and Amanda #6 are 21.4 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Jane #2 and Sarah #10 are 51.7 units apart
[16:36:08] ⚠️ Warning: Michael #2 and Lisa #2 are 63.7 units apart
[16:36:08] ⚠️ Warning: Michael #2 and David #10 are 61.7 units apart
[16:36:08] ⚠️ CRITICAL: Sarah #2 and Sarah #5 are 41.5 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Sarah #2 and Lisa #5 are 80.3 units apart
[16:36:08] ⚠️ Warning: David #2 and Sarah #7 are 85.3 units apart
[16:36:08] ⚠️ Warning: David #2 and Lisa #7 are 75.4 units apart
[16:36:08] ⚠️ Warning: David #2 and Michael #10 are 88.2 units apart
[16:36:08] ⚠️ Warning: Chris #2 and Jane #5 are 91.2 units apart
[16:36:08] ⚠️ Warning: Robert #2 and Lisa #4 are 91.8 units apart
[16:36:08] ⚠️ Warning: Robert #2 and David #6 are 67.3 units apart
[16:36:08] ⚠️ Warning: Robert #2 and Michael #7 are 77.9 units apart
[16:36:08] ⚠️ CRITICAL: Robert #2 and Robert #9 are 40.1 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Lisa #2 and Lisa #8 are 65.6 units apart
[16:36:08] ⚠️ Warning: John #3 and Sarah #3 are 91.5 units apart
[16:36:08] ⚠️ Warning: John #3 and Robert #6 are 74.7 units apart
[16:36:08] ⚠️ CRITICAL: John #3 and Lisa #6 are 30.1 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: John #3 and John #8 are 84.2 units apart
[16:36:08] ⚠️ Warning: John #3 and Chris #10 are 78.3 units apart
[16:36:08] ⚠️ Warning: Jane #3 and Chris #5 are 68.8 units apart
[16:36:08] ⚠️ Warning: Jane #3 and John #7 are 69.3 units apart
[16:36:08] ⚠️ Warning: Jane #3 and Emily #7 are 91.0 units apart
[16:36:08] ⚠️ Warning: Jane #3 and Amanda #7 are 91.1 units apart
[16:36:08] ⚠️ Warning: Jane #3 and Amanda #10 are 62.9 units apart
[16:36:08] ⚠️ Warning: Michael #3 and John #5 are 94.7 units apart
[16:36:08] ⚠️ Warning: Sarah #3 and Lisa #3 are 66.2 units apart
[16:36:08] ⚠️ Warning: Sarah #3 and Sarah #4 are 54.9 units apart
[16:36:08] ⚠️ Warning: Sarah #3 and Robert #6 are 75.3 units apart
[16:36:08] ⚠️ CRITICAL: Sarah #3 and John #8 are 10.9 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Sarah #3 and Emily #8 are 83.5 units apart
[16:36:08] ⚠️ CRITICAL: Sarah #3 and Chris #10 are 46.5 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: David #3 and Emily #4 are 73.3 units apart
[16:36:08] ⚠️ Warning: David #3 and Emily #5 are 73.3 units apart
[16:36:08] ⚠️ Warning: David #3 and Sarah #6 are 75.6 units apart
[16:36:08] ⚠️ Warning: Emily #3 and Robert #3 are 91.8 units apart
[16:36:08] ⚠️ Warning: Emily #3 and John #5 are 63.0 units apart
[16:36:08] ⚠️ CRITICAL: Emily #3 and Sarah #7 are 40.7 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Chris #3 and Robert #3 are 62.7 units apart
[16:36:08] ⚠️ Warning: Chris #3 and Chris #9 are 82.2 units apart
[16:36:08] ⚠️ Warning: Amanda #3 and Michael #8 are 98.9 units apart
[16:36:08] ⚠️ Warning: Amanda #3 and Emily #8 are 81.3 units apart
[16:36:08] ⚠️ Warning: Amanda #3 and Sarah #9 are 96.9 units apart
[16:36:08] ⚠️ Warning: Robert #3 and Sarah #7 are 58.6 units apart
[16:36:08] ⚠️ Warning: Lisa #3 and Sarah #4 are 72.4 units apart
[16:36:08] ⚠️ Warning: Lisa #3 and John #8 are 74.7 units apart
[16:36:08] ⚠️ CRITICAL: Lisa #3 and Chris #10 are 38.1 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Jane #4 and Robert #5 are 84.5 units apart
[16:36:08] ⚠️ Warning: Jane #4 and Amanda #6 are 95.5 units apart
[16:36:08] ⚠️ Warning: Jane #4 and Sarah #10 are 75.8 units apart
[16:36:08] ⚠️ Warning: Michael #4 and Chris #6 are 65.7 units apart
[16:36:08] ⚠️ Warning: Michael #4 and Robert #7 are 71.1 units apart
[16:36:08] ⚠️ Warning: Sarah #4 and John #8 are 64.6 units apart
[16:36:08] ⚠️ Warning: Sarah #4 and Chris #10 are 81.7 units apart
[16:36:08] ⚠️ CRITICAL: David #4 and David #7 are 21.5 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: David #4 and John #9 are 63.1 units apart
[16:36:08] ⚠️ Warning: Emily #4 and David #9 are 86.9 units apart
[16:36:08] ⚠️ Warning: Chris #4 and David #8 are 89.5 units apart
[16:36:08] ⚠️ Warning: Amanda #4 and Emily #6 are 99.7 units apart
[16:36:08] ⚠️ Warning: Amanda #4 and Chris #8 are 86.4 units apart
[16:36:08] ⚠️ Warning: Amanda #4 and Jane #9 are 92.4 units apart
[16:36:08] ⚠️ Warning: Amanda #4 and Robert #10 are 93.5 units apart
[16:36:08] ⚠️ Warning: Robert #4 and Michael #5 are 86.6 units apart
[16:36:08] ⚠️ Warning: Robert #4 and John #6 are 53.2 units apart
[16:36:08] ⚠️ Warning: Robert #4 and Robert #7 are 71.9 units apart
[16:36:08] ⚠️ Warning: Robert #4 and Sarah #9 are 98.3 units apart
[16:36:08] ⚠️ Warning: Lisa #4 and Robert #9 are 60.6 units apart
[16:36:08] ⚠️ Warning: Lisa #4 and Lisa #9 are 94.5 units apart
[16:36:08] ⚠️ Warning: Jane #5 and Chris #9 are 84.2 units apart
[16:36:08] ⚠️ Warning: Michael #5 and Robert #7 are 90.8 units apart
[16:36:08] ⚠️ Warning: Michael #5 and Sarah #9 are 58.6 units apart
[16:36:08] ⚠️ Warning: Sarah #5 and Lisa #5 are 58.2 units apart
[16:36:08] ⚠️ Warning: Sarah #5 and Jane #7 are 91.6 units apart
[16:36:08] ⚠️ Warning: David #5 and Emily #10 are 69.7 units apart
[16:36:08] ⚠️ Warning: Emily #5 and Sarah #6 are 90.2 units apart
[16:36:08] ⚠️ Warning: Emily #5 and Lisa #9 are 97.0 units apart
[16:36:08] ⚠️ Warning: Emily #5 and John #10 are 91.5 units apart
[16:36:08] ⚠️ CRITICAL: Chris #5 and Amanda #7 are 49.5 units apart - COLLISION RISK!
[16:36:08] ⚠️ CRITICAL: Chris #5 and David #9 are 45.8 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Amanda #5 and Jane #8 are 72.2 units apart
[16:36:08] ⚠️ Warning: Robert #5 and Chris #6 are 65.8 units apart
[16:36:08] ⚠️ Warning: Robert #5 and Amanda #6 are 99.4 units apart
[16:36:08] ⚠️ Warning: Robert #5 and Sarah #10 are 56.2 units apart
[16:36:08] ⚠️ CRITICAL: Lisa #5 and Jane #7 are 46.5 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: John #6 and Sarah #9 are 84.8 units apart
[16:36:08] ⚠️ Warning: John #6 and Lisa #10 are 96.7 units apart
[16:36:08] ⚠️ Warning: Michael #6 and Jane #10 are 91.0 units apart
[16:36:08] ⚠️ Warning: David #6 and Jane #7 are 84.9 units apart
[16:36:08] ⚠️ CRITICAL: David #6 and Michael #7 are 37.5 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: David #6 and Robert #9 are 83.0 units apart
[16:36:08] ⚠️ Warning: Emily #6 and Chris #8 are 78.6 units apart
[16:36:08] ⚠️ Warning: Emily #6 and Robert #8 are 65.1 units apart
[16:36:08] ⚠️ Warning: Emily #6 and Jane #9 are 60.1 units apart
[16:36:08] ⚠️ CRITICAL: Emily #6 and Robert #10 are 25.5 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Chris #6 and Sarah #10 are 75.7 units apart
[16:36:08] ⚠️ Warning: Amanda #6 and Chris #8 are 94.1 units apart
[16:36:08] ⚠️ Warning: Amanda #6 and Jane #9 are 94.8 units apart
[16:36:08] ⚠️ CRITICAL: Amanda #6 and Sarah #10 are 43.2 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Robert #6 and John #8 are 64.5 units apart
[16:36:08] ⚠️ Warning: Robert #6 and Emily #8 are 68.4 units apart
[16:36:08] ⚠️ Warning: Lisa #6 and Jane #10 are 93.2 units apart
[16:36:08] ⚠️ Warning: Lisa #6 and Chris #10 are 87.6 units apart
[16:36:08] ⚠️ Warning: John #7 and Emily #7 are 71.7 units apart
[16:36:08] ⚠️ Warning: Jane #7 and Michael #7 are 63.7 units apart
[16:36:08] ⚠️ CRITICAL: David #7 and John #9 are 41.7 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Emily #7 and Amanda #10 are 80.8 units apart
[16:36:08] ⚠️ CRITICAL: Chris #7 and Lisa #9 are 43.8 units apart - COLLISION RISK!
[16:36:08] ⚠️ Warning: Chris #7 and John #10 are 55.6 units apart
[16:36:08] ⚠️ Warning: Amanda #7 and David #9 are 81.8 units apart
[16:36:08] ⚠️ CRITICAL: Lisa #7 and Michael #10 are 43.7 units apart - COLLISION RISK!
[16:36:09] ⚠️ Warning: Lisa #7 and Emily #10 are 71.3 units apart
[16:36:09] ⚠️ Warning: John #8 and Emily #8 are 78.2 units apart
[16:36:09] ⚠️ Warning: John #8 and Chris #10 are 50.2 units apart
[16:36:09] ⚠️ Warning: Jane #8 and Amanda #10 are 97.2 units apart
[16:36:09] ⚠️ Warning: David #8 and David #10 are 85.7 units apart
[16:36:09] ⚠️ CRITICAL: Chris #8 and Jane #9 are 21.2 units apart - COLLISION RISK!
[16:36:09] ⚠️ Warning: Chris #8 and Robert #10 are 53.9 units apart
[16:36:09] ⚠️ Warning: Robert #8 and Robert #10 are 75.4 units apart
[16:36:09] ⚠️ CRITICAL: Jane #9 and Robert #10 are 34.6 units apart - COLLISION RISK!
[16:36:09] ⚠️ CRITICAL: Lisa #9 and John #10 are 25.2 units apart - COLLISION RISK!
[16:36:09] ⚠️ Warning: Michael #10 and Emily #10 are 55.9 units apart
[16:36:09] Lisa #1 moving 🚀 Northwest (375 units)
[16:36:09] Robert #10 moving 🚀 West (309 units)
[16:36:09] Amanda #9 moving 🚀 Northeast (164 units)
[16:36:10] Lisa #9 moving 🚀 East (710 units)
[16:36:10] Michael #8 moving 🚀 East (580 units)
[16:36:10] ⚠️ Warning: John #1 and Emily #2 are 63.8 units apart
[16:36:10] ⚠️ Warning: John #1 and David #5 are 92.9 units apart
[16:36:10] ⚠️ Warning: John #1 and Amanda #5 are 93.4 units apart
[16:36:10] ⚠️ Warning: Jane #1 and David #2 are 90.0 units apart
[16:36:10] ⚠️ Warning: Jane #1 and Michael #3 are 86.8 units apart
[16:36:10] ⚠️ CRITICAL: Jane #1 and Emily #3 are 25.9 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: Jane #1 and Robert #3 are 96.8 units apart
[16:36:10] ⚠️ Warning: Jane #1 and John #5 are 73.8 units apart
[16:36:10] ⚠️ CRITICAL: Jane #1 and Sarah #7 are 18.7 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: Jane #1 and Chris #9 are 73.5 units apart
[16:36:10] ⚠️ CRITICAL: Michael #1 and Amanda #4 are 47.1 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: Michael #1 and Emily #6 are 86.9 units apart
[16:36:10] ⚠️ Warning: Michael #1 and Amanda #6 are 79.4 units apart
[16:36:10] ⚠️ Warning: Michael #1 and Chris #8 are 71.3 units apart
[16:36:10] ⚠️ Warning: Michael #1 and Robert #8 are 85.6 units apart
[16:36:10] ⚠️ Warning: Michael #1 and Jane #9 are 70.2 units apart
[16:36:10] ⚠️ CRITICAL: Michael #1 and Robert #10 are 43.9 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: Sarah #1 and Chris #2 are 86.9 units apart
[16:36:10] ⚠️ CRITICAL: Sarah #1 and Jane #5 are 36.0 units apart - COLLISION RISK!
[16:36:10] ⚠️ CRITICAL: David #1 and John #4 are 41.9 units apart - COLLISION RISK!
[16:36:10] ⚠️ CRITICAL: David #1 and Emily #9 are 39.1 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: Emily #1 and Amanda #3 are 74.8 units apart
[16:36:10] ⚠️ Warning: Emily #1 and Robert #6 are 77.3 units apart
[16:36:10] ⚠️ Warning: Emily #1 and John #8 are 94.3 units apart
[16:36:10] ⚠️ CRITICAL: Emily #1 and Emily #8 are 17.6 units apart - COLLISION RISK!
[16:36:10] ⚠️ CRITICAL: Chris #1 and Amanda #3 are 39.5 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: Chris #1 and Sarah #4 are 92.6 units apart
[16:36:10] ⚠️ Warning: Chris #1 and Michael #8 are 65.5 units apart
[16:36:10] ⚠️ Warning: Chris #1 and Sarah #9 are 59.6 units apart
[16:36:10] ⚠️ CRITICAL: Amanda #1 and Robert #5 are 38.6 units apart - COLLISION RISK!
[16:36:10] ⚠️ CRITICAL: Amanda #1 and Amanda #9 are 29.8 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: Robert #1 and Jane #2 are 95.3 units apart
[16:36:10] ⚠️ CRITICAL: Robert #1 and Michael #4 are 35.9 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: Robert #1 and Chris #6 are 65.4 units apart
[16:36:10] ⚠️ CRITICAL: Robert #1 and Sarah #10 are 15.1 units apart - COLLISION RISK!
[16:36:10] ⚠️ CRITICAL: Lisa #1 and Sarah #8 are 25.8 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: Jane #2 and Robert #4 are 98.2 units apart
[16:36:10] ⚠️ Warning: Jane #2 and Michael #5 are 94.8 units apart
[16:36:10] ⚠️ CRITICAL: Jane #2 and Robert #7 are 32.8 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: Jane #2 and Robert #8 are 89.5 units apart
[16:36:10] ⚠️ Warning: Jane #2 and Jane #9 are 96.1 units apart
[16:36:10] ⚠️ Warning: Jane #2 and Sarah #10 are 80.8 units apart
[16:36:10] ⚠️ CRITICAL: Michael #2 and Lisa #2 are 48.5 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: Michael #2 and Jane #4 are 59.3 units apart
[16:36:10] ⚠️ Warning: Michael #2 and Amanda #4 are 89.5 units apart
[16:36:10] ⚠️ Warning: David #2 and Emily #3 are 91.2 units apart
[16:36:10] ⚠️ Warning: David #2 and Robert #3 are 89.2 units apart
[16:36:10] ⚠️ Warning: David #2 and Sarah #7 are 79.0 units apart
[16:36:10] ⚠️ Warning: David #2 and Michael #10 are 66.8 units apart
[16:36:10] ⚠️ Warning: Emily #2 and David #5 are 51.8 units apart
[16:36:10] ⚠️ Warning: Emily #2 and Emily #10 are 63.9 units apart
[16:36:10] ⚠️ Warning: Amanda #2 and David #8 are 60.2 units apart
[16:36:10] ⚠️ Warning: Amanda #2 and David #10 are 85.3 units apart
[16:36:10] ⚠️ Warning: Robert #2 and Lisa #4 are 90.6 units apart
[16:36:10] ⚠️ Warning: Robert #2 and David #6 are 73.1 units apart
[16:36:10] ⚠️ Warning: Robert #2 and Chris #7 are 63.7 units apart
[16:36:10] ⚠️ CRITICAL: Robert #2 and Robert #9 are 44.8 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: Robert #2 and Lisa #9 are 80.5 units apart
[16:36:10] ⚠️ Warning: Robert #2 and Lisa #10 are 83.9 units apart
[16:36:10] ⚠️ Warning: Lisa #2 and Amanda #4 are 83.0 units apart
[16:36:10] ⚠️ Warning: Lisa #2 and Lisa #8 are 72.9 units apart
[16:36:10] ⚠️ Warning: John #3 and Michael #6 are 97.9 units apart
[16:36:10] ⚠️ Warning: John #3 and Robert #6 are 93.1 units apart
[16:36:10] ⚠️ CRITICAL: John #3 and Lisa #6 are 36.2 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: John #3 and Chris #10 are 67.6 units apart
[16:36:10] ⚠️ Warning: Jane #3 and John #7 are 70.5 units apart
[16:36:10] ⚠️ Warning: Jane #3 and Emily #7 are 72.2 units apart
[16:36:10] ⚠️ Warning: Jane #3 and Amanda #10 are 56.5 units apart
[16:36:10] ⚠️ Warning: Michael #3 and Emily #3 are 62.4 units apart
[16:36:10] ⚠️ CRITICAL: Michael #3 and John #5 are 13.7 units apart - COLLISION RISK!
[16:36:10] ⚠️ Warning: Sarah #3 and Amanda #3 are 70.0 units apart
[16:36:10] ⚠️ Warning: Sarah #3 and Lisa #3 are 60.2 units apart
[16:36:10] ⚠️ Warning: Sarah #3 and Sarah #4 are 84.0 units apart
[16:36:10] ⚠️ Warning: Sarah #3 and Robert #6 are 84.9 units apart
